,cpu,voltage,label
225,-0.155,0.275,0
226,-0.16,0.29,0
227,-0.135,0.275,0
228,-0.145,0.265,0
229,-0.15,0.26,0
230,-0.165,0.26,0
231,-0.155,0.26,0
232,-0.14,0.275,0
233,-0.135,0.27,0
234,-0.155,0.255,0
235,-0.15,0.26,0
236,-0.165,0.255,0
237,-0.165,0.25,0
238,-0.16,0.265,0
239,-0.15,0.27,0
240,-0.15,0.265,0
241,-0.15,0.245,0
242,-0.15,0.25,0
243,-0.175,0.255,0
244,-0.165,0.265,0
245,-0.155,0.265,0
246,-0.16,0.265,0
247,-0.17,0.265,0
248,-0.175,0.255,0
249,-0.185,0.255,0
250,-0.16,0.275,0
251,-0.16,0.265,0
252,-0.165,0.26,0
253,-0.18,0.25,0
254,-0.19,0.25,0
255,-0.195,0.255,0
256,-0.18,0.265,0
257,-0.18,0.26,0
258,-0.185,0.25,0
259,-0.195,0.245,0
260,-0.21,0.23,0
261,-0.205,0.245,0
262,-0.2,0.26,0
263,-0.2,0.245,0
264,-0.205,0.24,0
265,-0.22,0.225,0
266,-0.24,0.23,0
267,-0.23,0.235,0
268,-0.22,0.24,0
269,-0.215,0.24,0
270,-0.225,0.24,0
271,-0.225,0.23,0
272,-0.245,0.22,0
273,-0.235,0.23,0
274,-0.23,0.23,0
275,-0.215,0.225,0
276,-0.215,0.235,0
277,-0.235,0.205,0
278,-0.245,0.21,0
279,-0.235,0.22,0
280,-0.23,0.225,0
281,-0.225,0.225,0
282,-0.235,0.23,0
283,-0.25,0.21,0
284,-0.26,0.205,0
285,-0.25,0.215,0
286,-0.245,0.215,0
287,-0.23,0.235,0
288,-0.245,0.21,0
289,-0.25,0.205,0
290,-0.25,0.195,0
291,-0.255,0.215,0
292,-0.25,0.22,0
293,-0.245,0.22,0
294,-0.26,0.2,0
295,-0.25,0.2,0
296,-0.28,0.205,0
297,-0.26,0.21,0
298,-0.255,0.215,0
299,-0.255,0.22,0
300,-0.255,0.22,0
301,-0.25,0.215,0
302,-0.27,0.195,0
303,-0.26,0.215,0
304,-0.255,0.225,0
305,-0.24,0.225,0
306,-0.235,0.22,0
307,-0.23,0.215,0
308,-0.21,0.215,0
309,-0.205,0.23,0
310,-0.135,0.245,0
311,-0.04,0.275,0
312,0.205,0.315,0
313,0.63,0.415,0
314,0.845,0.695,0
315,0.63,1.0,0
316,0.26,0.98,1
317,0.06,0.71,0
318,0.045,0.495,0
319,0.05,0.42,0
320,0.03,0.415,0
321,0.005,0.41,0
322,-0.01,0.38,0
323,-0.04,0.37,0
324,-0.035,0.365,0
325,-0.04,0.34,0
326,-0.05,0.32,0
327,-0.045,0.32,0
328,-0.06,0.31,0
329,-0.055,0.28,0
330,-0.07,0.255,0
331,-0.09,0.21,0
332,-0.115,0.2,0
333,-0.12,0.185,0
334,-0.13,0.19,0
335,-0.135,0.16,0
336,-0.17,0.145,0
337,-0.22,0.12,0
338,-0.265,0.105,0
339,-0.3,0.09,0
340,-0.33,0.08,0
341,-0.35,0.045,0
342,-0.4,0.03,0
343,-0.465,0.0,0
344,-0.565,-0.015,0
345,-0.63,-0.025,0
346,-0.67,-0.045,0
347,-0.71,-0.04,0
348,-0.75,-0.055,0
349,-0.81,-0.085,0
350,-0.87,-0.11,0
351,-0.905,-0.13,0
352,-0.92,-0.15,0
353,-0.925,-0.195,0
354,-0.93,-0.26,0
355,-0.935,-0.295,0
356,-0.945,-0.335,0
357,-0.935,-0.34,0
358,-0.915,-0.355,0
359,-0.905,-0.395,0
360,-0.895,-0.44,0
361,-0.905,-0.47,0
362,-0.91,-0.51,0
363,-0.88,-0.525,0
364,-0.865,-0.545,0
365,-0.84,-0.58,0
366,-0.8,-0.625,0
367,-0.75,-0.65,0
368,-0.705,-0.67,0
369,-0.66,-0.635,0
370,-0.61,-0.6,0
371,-0.565,-0.57,0
372,-0.52,-0.535,0
373,-0.48,-0.505,0
374,-0.455,-0.445,0
375,-0.405,-0.38,0
376,-0.385,-0.33,0
377,-0.35,-0.27,0
378,-0.33,-0.225,0
379,-0.325,-0.18,0
380,-0.325,-0.15,0
381,-0.32,-0.1,0
382,-0.295,-0.065,0
383,-0.285,-0.04,0
384,-0.275,-0.005,0
385,-0.265,-0.01,0
386,-0.26,0.005,0
387,-0.255,0.03,0
388,-0.26,0.055,0
389,-0.27,0.08,0
390,-0.26,0.085,0
391,-0.265,0.09,0
392,-0.265,0.12,0
393,-0.265,0.145,0
394,-0.245,0.18,0
395,-0.23,0.21,0
396,-0.2,0.22,0
397,-0.2,0.23,0
398,-0.2,0.25,0
399,-0.185,0.28,0
400,-0.175,0.305,0
401,-0.155,0.305,0
402,-0.16,0.305,0
403,-0.145,0.315,0
404,-0.15,0.3,0
405,-0.145,0.31,0
406,-0.135,0.32,0
407,-0.13,0.325,0
408,-0.125,0.335,0
409,-0.125,0.325,0
410,-0.135,0.32,0
411,-0.125,0.325,0
412,-0.12,0.345,0
413,-0.105,0.345,0
414,-0.105,0.345,0
415,-0.11,0.335,0
416,-0.115,0.335,0
417,-0.11,0.355,0
418,-0.095,0.375,0
419,-0.09,0.37,0
420,-0.09,0.375,0
421,-0.09,0.365,0
422,-0.095,0.37,0
423,-0.1,0.37,0
424,-0.085,0.38,0
425,-0.065,0.39,0
426,-0.07,0.385,0
427,-0.095,0.38,0
428,-0.08,0.385,0
429,-0.085,0.395,0
430,-0.08,0.41,0
431,-0.06,0.405,0
432,-0.05,0.405,0
433,-0.07,0.4,0
434,-0.07,0.405,0
435,-0.07,0.42,0
436,-0.06,0.43,0
437,-0.045,0.44,0
438,-0.055,0.435,0
439,-0.055,0.435,0
440,-0.055,0.435,0
441,-0.05,0.46,0
442,-0.045,0.465,0
443,-0.025,0.47,0
444,-0.03,0.475,0
445,-0.03,0.465,0
446,-0.05,0.475,0
447,-0.04,0.485,0
448,-0.03,0.5,0
449,-0.005,0.505,0
450,0.0,0.505,0
451,-0.005,0.5,0
452,-0.02,0.5,0
453,-0.015,0.515,0
454,0.0,0.525,0
455,0.01,0.525,0
456,0.005,0.525,0
457,0.01,0.525,0
458,0.0,0.52,0
459,-0.005,0.535,0
460,0.015,0.54,0
461,0.015,0.55,0
462,0.015,0.545,0
463,0.005,0.54,0
464,0.0,0.535,0
465,-0.005,0.54,0
466,-0.005,0.54,0
467,0.005,0.54,0
468,0.0,0.53,0
469,-0.015,0.52,0
470,-0.03,0.51,0
471,-0.035,0.515,0
472,-0.035,0.52,0
473,-0.035,0.505,0
474,-0.04,0.5,0
475,-0.06,0.48,0
476,-0.08,0.47,0
477,-0.08,0.47,0
478,-0.08,0.47,0
479,-0.075,0.46,0
480,-0.09,0.455,0
481,-0.1,0.435,0
482,-0.12,0.425,0
483,-0.12,0.415,0
484,-0.115,0.415,0
485,-0.115,0.41,0
486,-0.125,0.39,0
487,-0.145,0.375,0
488,-0.16,0.355,0
489,-0.16,0.365,0
490,-0.15,0.37,0
491,-0.16,0.355,0
492,-0.155,0.355,0
493,-0.17,0.335,0
494,-0.175,0.315,0
495,-0.175,0.315,0
496,-0.18,0.335,0
497,-0.175,0.33,0
498,-0.175,0.315,0
499,-0.185,0.295,0
