,cpu,voltage,label
172,-0.315,0.025,0
173,-0.325,0.04,0
174,-0.345,0.04,0
175,-0.34,0.035,0
176,-0.335,0.03,0
177,-0.34,0.035,0
178,-0.36,0.04,0
179,-0.35,0.055,0
180,-0.285,0.09,0
181,-0.215,0.135,0
182,-0.145,0.17,0
183,-0.095,0.19,0
184,-0.03,0.21,0
185,0.025,0.25,0
186,0.09,0.295,0
187,0.16,0.33,0
188,0.265,0.315,0
189,0.395,0.33,0
190,0.535,0.33,0
191,0.69,0.365,0
192,0.85,0.405,0
193,0.97,0.415,0
194,1.0,0.4,0
195,0.945,0.31,0
196,0.785,0.155,0
197,0.575,-0.03,0
198,0.38,-0.205,0
199,0.215,-0.32,0
200,0.065,-0.425,0
201,-0.115,-0.48,0
202,-0.325,-0.52,0
203,-0.495,-0.52,0
204,-0.575,-0.51,0
205,-0.615,-0.43,0
206,-0.65,-0.365,0
207,-0.675,-0.325,0
208,-0.69,-0.295,0
209,-0.705,-0.27,0
210,-0.71,-0.245,0
211,-0.68,-0.19,0
212,-0.655,-0.16,0
213,-0.625,-0.16,0
214,-0.625,-0.17,0
215,-0.635,-0.16,0
216,-0.645,-0.135,0
217,-0.635,-0.12,0
218,-0.63,-0.11,0
219,-0.625,-0.11,0
220,-0.625,-0.135,0
221,-0.635,-0.145,0
222,-0.64,-0.13,0
223,-0.645,-0.12,0
224,-0.62,-0.115,0
225,-0.61,-0.12,0
226,-0.63,-0.125,0
227,-0.645,-0.13,0
228,-0.645,-0.115,0
229,-0.63,-0.11,0
230,-0.63,-0.1,0
231,-0.625,-0.1,0
232,-0.64,-0.11,0
233,-0.645,-0.1,0
234,-0.64,-0.095,0
235,-0.625,-0.095,0
236,-0.61,-0.115,0
237,-0.63,-0.13,0
238,-0.65,-0.145,0
239,-0.655,-0.14,0
240,-0.65,-0.135,0
241,-0.635,-0.12,0
242,-0.625,-0.145,0
243,-0.645,-0.15,0
244,-0.655,-0.16,0
245,-0.67,-0.145,0
246,-0.68,-0.135,0
247,-0.665,-0.12,0
248,-0.66,-0.12,0
249,-0.655,-0.13,0
250,-0.655,-0.15,0
251,-0.675,-0.155,0
252,-0.665,-0.14,0
253,-0.675,-0.135,0
254,-0.675,-0.125,0
255,-0.675,-0.145,0
256,-0.69,-0.15,0
257,-0.7,-0.155,0
258,-0.695,-0.15,0
259,-0.695,-0.145,0
260,-0.685,-0.15,0
261,-0.69,-0.15,0
262,-0.7,-0.165,0
263,-0.71,-0.15,0
264,-0.705,-0.155,0
265,-0.71,-0.135,0
266,-0.71,-0.14,0
267,-0.715,-0.15,0
268,-0.715,-0.16,0
269,-0.735,-0.16,0
270,-0.725,-0.16,0
271,-0.72,-0.145,0
272,-0.71,-0.165,0
273,-0.7,-0.16,0
274,-0.71,-0.175,0
275,-0.71,-0.17,0
276,-0.695,-0.17,0
277,-0.68,-0.155,0
278,-0.67,-0.145,0
279,-0.675,-0.15,0
280,-0.68,-0.145,0
281,-0.685,-0.125,0
282,-0.675,-0.11,0
283,-0.695,-0.115,0
284,-0.685,-0.115,0
285,-0.7,-0.11,0
286,-0.715,-0.12,0
287,-0.71,-0.13,0
288,-0.7,-0.105,0
289,-0.67,-0.1,0
290,-0.65,-0.1,0
291,-0.65,-0.085,0
292,-0.645,-0.105,0
293,-0.66,-0.095,0
294,-0.64,-0.075,0
295,-0.605,-0.045,0
296,-0.58,-0.045,0
297,-0.555,-0.04,0
298,-0.555,-0.05,0
299,-0.55,-0.04,0
300,-0.55,-0.01,0
301,-0.54,-0.005,0
302,-0.515,0.0,0
303,-0.49,0.01,0
304,-0.485,0.015,0
305,-0.48,0.015,0
306,-0.47,0.035,0
307,-0.45,0.055,0
308,-0.43,0.06,0
309,-0.425,0.08,0
310,-0.415,0.08,0
311,-0.415,0.08,0
312,-0.43,0.09,0
313,-0.415,0.095,0
314,-0.385,0.13,0
315,-0.4,0.165,0
316,-0.405,0.145,0
317,-0.4,0.12,0
318,-0.39,0.09,0
319,-0.375,0.075,0
320,-0.36,0.07,0
321,-0.355,0.09,0
322,-0.36,0.115,0
323,-0.38,0.11,0
324,-0.37,0.085,0
325,-0.355,0.08,0
326,-0.345,0.07,0
327,-0.345,0.065,0
328,-0.35,0.06,0
329,-0.375,0.065,0
330,-0.365,0.08,0
331,-0.355,0.105,0
332,-0.35,0.085,0
333,-0.355,0.09,0
334,-0.36,0.07,0
335,-0.365,0.075,0
336,-0.355,0.085,0
337,-0.355,0.095,0
338,-0.34,0.085,0
339,-0.34,0.095,0
340,-0.34,0.085,0
341,-0.355,0.08,0
342,-0.36,0.09,0
343,-0.345,0.08,0
344,-0.34,0.075,0
345,-0.345,0.08,0
346,-0.34,0.07,0
347,-0.355,0.07,0
348,-0.355,0.08,0
349,-0.355,0.085,0
350,-0.34,0.085,0
351,-0.365,0.08,0
352,-0.36,0.075,0
353,-0.355,0.07,0
354,-0.355,0.085,0
355,-0.355,0.105,0
356,-0.36,0.095,0
357,-0.36,0.11,0
358,-0.365,0.09,0
359,-0.375,0.07,0
360,-0.37,0.075,0
361,-0.355,0.08,0
362,-0.355,0.085,0
363,-0.355,0.085,0
364,-0.36,0.08,0
365,-0.37,0.075,0
366,-0.34,0.08,0
367,-0.35,0.1,0
368,-0.33,0.11,0
369,-0.335,0.095,0
370,-0.345,0.09,0
371,-0.35,0.08,0
372,-0.355,0.1,0
373,-0.34,0.105,0
374,-0.335,0.11,0
375,-0.34,0.1,0
376,-0.335,0.07,0
377,-0.355,0.06,0
378,-0.34,0.08,0
379,-0.33,0.085,0
380,-0.32,0.075,0
381,-0.335,0.055,0
382,-0.335,0.05,0
383,-0.355,0.06,0
384,-0.36,0.065,0
385,-0.335,0.085,0
386,-0.345,0.075,0
387,-0.35,0.095,0
388,-0.355,0.075,0
389,-0.35,0.07,0
390,-0.345,0.08,0
391,-0.34,0.085,0
392,-0.33,0.09,0
393,-0.335,0.085,0
394,-0.325,0.075,0
395,-0.34,0.085,0
396,-0.345,0.085,0
397,-0.33,0.1,0
398,-0.33,0.105,0
399,-0.32,0.095,0
400,-0.35,0.07,0
401,-0.355,0.075,0
402,-0.345,0.09,0
403,-0.325,0.105,0
404,-0.32,0.11,0
405,-0.325,0.11,0
406,-0.325,0.1,0
407,-0.33,0.1,0
408,-0.325,0.105,0
409,-0.335,0.125,0
410,-0.335,0.13,0
411,-0.335,0.12,0
412,-0.33,0.1,0
413,-0.315,0.09,0
414,-0.31,0.09,0
415,-0.33,0.095,0
416,-0.34,0.095,0
417,-0.35,0.09,0
418,-0.365,0.065,0
419,-0.355,0.075,0
420,-0.34,0.075,0
421,-0.33,0.09,0
422,-0.32,0.09,0
423,-0.32,0.07,0
424,-0.34,0.07,0
425,-0.33,0.055,0
426,-0.305,0.08,0
427,-0.315,0.08,0
428,-0.295,0.085,0
429,-0.285,0.08,0
430,-0.28,0.075,0
431,-0.27,0.055,0
432,-0.26,0.07,0
433,-0.255,0.075,0
434,-0.245,0.08,0
435,-0.25,0.085,0
436,-0.26,0.08,0
437,-0.27,0.065,0
438,-0.28,0.075,0
439,-0.285,0.09,0
440,-0.29,0.075,0
441,-0.29,0.065,0
442,-0.3,0.055,0
443,-0.315,0.055,0
444,-0.31,0.065,0
445,-0.31,0.075,0
446,-0.3,0.06,0
447,-0.315,0.05,0
448,-0.32,0.05,0
449,-0.32,0.05,0
450,-0.31,0.06,0
451,-0.3,0.07,0
452,-0.305,0.065,0
453,-0.31,0.045,0
454,-0.31,0.04,0
455,-0.315,0.035,0
456,-0.32,0.04,0
457,-0.31,0.045,0
458,-0.315,0.05,0
459,-0.315,0.05,0
460,-0.32,0.05,0
461,-0.335,0.03,0
462,-0.335,0.045,0
463,-0.33,0.055,0
464,-0.315,0.05,0
465,-0.315,0.05,0
466,-0.31,0.03,0
467,-0.335,0.02,0
468,-0.33,0.04,0
469,-0.315,0.055,0
470,-0.31,0.06,0
471,-0.3,0.065,0
472,-0.305,0.05,0
473,-0.305,0.055,0
474,-0.305,0.06,0
475,-0.285,0.065,0
476,-0.265,0.06,0
477,-0.26,0.075,0
478,-0.25,0.07,0
479,-0.245,0.075,0
480,-0.2,0.105,0
481,-0.09,0.135,0
482,0.16,0.205,0
483,0.665,0.405,0
484,1.015,0.82,0
485,0.81,1.095,0
486,0.375,0.93,0
487,0.16,0.645,0
488,0.205,0.505,0
489,0.305,0.5,0
490,0.365,0.5,0
491,0.39,0.515,0
492,0.43,0.515,0
493,0.51,0.52,0
494,0.63,0.5,0
495,0.76,0.525,0
496,0.895,0.53,0
497,1.015,0.515,0
498,1.105,0.52,0
499,1.165,0.515,1
